Part No,Revision,Name,Containers,Operation Code,Operation No,Serial No,Card No,Material Code,Heat Code,Heat No,Quantity,Net Weight,Location,Container Type,Container Status,Note,Shipper Container Exists,Lot No,Master Unit No,Operation Type,Defect Type,Active,Job No,Unit,Customer Part No,Tracking No,Part Name,Linear Weight,Expiration Date,Accounting Job No,Accounting Job Status,Accounting Job Status Color,Add Date,Inventory Type,Job Template,Job Template No,Job Template Status,Supplier Code,Part Count
FGBMGO00001-SE,23,Glass Run Front base LH Service Part,1,PACK,140,GO2445774,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Production - Simplified,,1,253218,pcs,BMW AG,3019118242,Glass Run Front base LH Service Part,,,,,,"2/28/2022, 9:56 AM",false,,-1,,,"0"
FGBMGO00001-SE,23,Glass Run Front base LH Service Part,1,PACK,140,GO2445781,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Production - Simplified,,1,253218,pcs,BMW AG,3019118242,Glass Run Front base LH Service Part,,,,,,"2/28/2022, 9:58 AM",false,,-1,,,"0"
FGBMGO00001-SE,23,Glass Run Front base LH Service Part,1,PACK,140,GO2446101,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Production - Simplified,,1,253218,pcs,BMW AG,3019118242,Glass Run Front base LH Service Part,,,,,,"2/28/2022, 11:21 AM",false,,-1,,,"0"
FGBMGO00001-SE,23,Glass Run Front base LH Service Part,1,PACK,140,GO2446872,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Production - Simplified,,1,253218,pcs,BMW AG,3019118242,Glass Run Front base LH Service Part,,,,,,"2/28/2022, 1:58 PM",false,,-1,,,"0"
FGBMGO00001-SE,23,Glass Run Front base LH Service Part,1,PACK,140,GO2442635,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Production - Simplified,,1,253218,pcs,BMW AG,3019118242,Glass Run Front base LH Service Part,,,,,,"2/25/2022, 1:35 PM",false,,-1,,,"0"
FGBMGO00001-SE,23,Glass Run Front base LH Service Part,1,PACK,140,GO2443009,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Production - Simplified,,1,253218,pcs,BMW AG,3019118242,Glass Run Front base LH Service Part,,,,,,"2/25/2022, 3:12 PM",false,,-1,,,"0"
FGBMGO00001-SE,23,Glass Run Front base LH Service Part,1,PACK,140,GO2443151,,,,,10,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Production - Simplified,,1,253218,pcs,BMW AG,3019118242,Glass Run Front base LH Service Part,,,,,,"2/25/2022, 3:28 PM",false,,-1,,,"0"
FGBMGO00001-SE,23,Glass Run Front base LH Service Part,1,PACK,140,GO2443336,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Production - Simplified,,1,253218,pcs,BMW AG,3019118242,Glass Run Front base LH Service Part,,,,,,"2/25/2022, 4:29 PM",false,,-1,,,"0"
FGBMGO00001-SE,23,Glass Run Front base LH Service Part,1,PACK,140,GO2447657,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Production - Simplified,,1,253218,pcs,BMW AG,3019118242,Glass Run Front base LH Service Part,,,,,,"2/28/2022, 4:47 PM",false,,-1,,,"0"
FGBMGO00001-SE,23,Glass Run Front base LH Service Part,1,PACK,140,GO2450110,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Production - Simplified,,1,253218,pcs,BMW AG,3019118242,Glass Run Front base LH Service Part,,,,,,"3/1/2022, 9:18 AM",false,,-1,,,"0"
FGBMGO00001-SE,23,Glass Run Front base LH Service Part,1,PACK,140,GO2447206,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Production - Simplified,,1,253218,pcs,BMW AG,3019118242,Glass Run Front base LH Service Part,,,,,,"2/28/2022, 3:20 PM",false,,-1,,,"0"
FGBMGO00001-SE,23,Glass Run Front base LH Service Part,1,PACK,140,GO2447164,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Production - Simplified,,1,253218,pcs,BMW AG,3019118242,Glass Run Front base LH Service Part,,,,,,"2/28/2022, 3:11 PM",false,,-1,,,"0"
FGBMGO00001-SE,23,Glass Run Front base LH Service Part,1,PACK,140,GO2447308,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Production - Simplified,,1,253218,pcs,BMW AG,3019118242,Glass Run Front base LH Service Part,,,,,,"2/28/2022, 3:38 PM",false,,-1,,,"0"
FGBMGO00001-SE,23,Glass Run Front base LH Service Part,1,PACK,140,GO2446939,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Production - Simplified,,1,253218,pcs,BMW AG,3019118242,Glass Run Front base LH Service Part,,,,,,"2/28/2022, 2:17 PM",false,,-1,,,"0"
FGBMGO00002-SE,23,Glass Run Front base RH Service Part,1,Inspect & Pack No PtBox,140,GO2446365,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Prod - Simplified no PtBox,,1,251826,pcs,BMW AG,3019118242,Glass Run Front base RH Service Part,,,,,,"2/28/2022, 12:35 PM",false,,-1,,,"0"
FGBMGO00002-SE,23,Glass Run Front base RH Service Part,1,Inspect & Pack No PtBox,140,GO2446105,,,,,7,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Prod - Simplified no PtBox,,1,251826,pcs,BMW AG,3019118242,Glass Run Front base RH Service Part,,,,,,"2/28/2022, 11:23 AM",false,,-1,,,"0"
FGBMGO00002-SE,23,Glass Run Front base RH Service Part,1,Inspect & Pack No PtBox,140,GO2451288,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Prod - Simplified no PtBox,,1,255332,pcs,BMW AG,3019118242,Glass Run Front base RH Service Part,,,,,,"3/1/2022, 2:07 PM",false,,-1,,,"0"
FGBMGO00002-SE,23,Glass Run Front base RH Service Part,1,Inspect & Pack No PtBox,140,GO2451106,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Prod - Simplified no PtBox,,1,255332,pcs,BMW AG,3019118242,Glass Run Front base RH Service Part,,,,,,"3/1/2022, 1:24 PM",false,,-1,,,"0"
FGBMGO00002-SE,23,Glass Run Front base RH Service Part,1,Inspect & Pack No PtBox,140,GO2446877,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Prod - Simplified no PtBox,,1,255332,pcs,BMW AG,3019118242,Glass Run Front base RH Service Part,,,,,,"2/28/2022, 1:59 PM",false,,-1,,,"0"
FGBMGO00002-SE,23,Glass Run Front base RH Service Part,1,Inspect & Pack No PtBox,140,GO2446940,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Prod - Simplified no PtBox,,1,255332,pcs,BMW AG,3019118242,Glass Run Front base RH Service Part,,,,,,"2/28/2022, 2:18 PM",false,,-1,,,"0"
FGBMGO00002-SE,23,Glass Run Front base RH Service Part,1,Inspect & Pack No PtBox,140,GO2447202,,,,,5,"0",Obsoleto isla carton,U44,OK,SE MANDA A CELDA PARA REEMPAQUE DE SERVICIOS,"0",,M103677,Prod - Simplified no PtBox,,1,255332,pcs,BMW AG,3019118242,Glass Run Front base RH Service Part,,,,,,"2/28/2022, 3:19 PM",false,,-1,,,"0"
FGBMGO00002-SE,23,Glass Run Front base RH Service Part,1,Inspect & Pack No PtBox,140,GO2447568,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Prod - Simplified no PtBox,,1,255332,pcs,BMW AG,3019118242,Glass Run Front base RH Service Part,,,,,,"2/28/2022, 4:29 PM",false,,-1,,,"0"
FGBMGO00002-SE,23,Glass Run Front base RH Service Part,1,Inspect & Pack No PtBox,140,GO2450308,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Prod - Simplified no PtBox,,1,255332,pcs,BMW AG,3019118242,Glass Run Front base RH Service Part,,,,,,"3/1/2022, 10:04 AM",false,,-1,,,"0"
FGBMGO00002-SE,23,Glass Run Front base RH Service Part,1,Inspect & Pack No PtBox,140,GO2450482,,,,,19,"0",Obsoleto isla carton,U44,OK,,"0",,M103677,Prod - Simplified no PtBox,,1,255332,pcs,BMW AG,3019118242,Glass Run Front base RH Service Part,,,,,,"3/1/2022, 10:28 AM",false,,-1,,,"0"
FGBMGO00003-DC,22,Glass Run Rear base LH Service Part,1,DOCK AUDIT,150,GO2446178,,,,,18,"7.236",Pared FG,PAL943,OK,,"0",,M115896,Final Audit (No Label),,1,253221,pcs,BMW NA,3019118242,Glass Run Rear base LH Service Part,,,,,,"2/28/2022, 11:47 AM",false,,-1,,,"0"
FGBMGO00003-SE,21,Glass Run Rear base LH Service Part,1,PACK,140,GO2451150,,,,,20,"0",Obsoleto isla carton,U43,OK,,"0",,M103677,Production - Simplified,,1,253221,pcs,BMW AG,3019118242,Glass Run Rear base LH Service Part,,,,,,"3/1/2022, 1:40 PM",false,,-1,,,"0"
FGBMGO00003-SE,21,Glass Run Rear base LH Service Part,1,PACK,140,GO2451295,,,,,20,"0",Obsoleto isla carton,U43,OK,,"0",,M103677,Production - Simplified,,1,253221,pcs,BMW AG,3019118242,Glass Run Rear base LH Service Part,,,,,,"3/1/2022, 2:09 PM",false,,-1,,,"0"
FGBMGO00003-SE,21,Glass Run Rear base LH Service Part,1,PACK,140,GO2450632,,,,,20,"16.08",Obsoleto isla carton,U43,OK,,"0",,M103677,Production - Simplified,,1,253221,pcs,BMW AG,3019118242,Glass Run Rear base LH Service Part,,,,,,"3/1/2022, 11:11 AM",false,,-1,,,"0"
FGBMGO00003-SE,21,Glass Run Rear base LH Service Part,1,PACK,140,GO2447647,,,,,20,"0",Obsoleto isla carton,U43,OK,,"0",,M103677,Production - Simplified,,1,253221,pcs,BMW AG,3019118242,Glass Run Rear base LH Service Part,,,,,,"2/28/2022, 4:45 PM",false,,-1,,,"0"
FGBMGO00003-SE,21,Glass Run Rear base LH Service Part,1,PACK,140,GO2447078,,,,,20,"0",Obsoleto isla carton,U43,OK,,"0",,M103677,Production - Simplified,,1,253221,pcs,BMW AG,3019118242,Glass Run Rear base LH Service Part,,,,,,"2/28/2022, 2:55 PM",false,,-1,,,"0"
FGBMGO00003-SE,21,Glass Run Rear base LH Service Part,1,PACK,140,GO2443434,,,,,20,"0",Obsoleto isla carton,U43,OK,,"0",,M103677,Production - Simplified,,1,253221,pcs,BMW AG,3019118242,Glass Run Rear base LH Service Part,,,,,,"2/25/2022, 5:11 PM",false,,-1,,,"0"
FGBMGO00003-SE,21,Glass Run Rear base LH Service Part,1,PACK,140,GO2443452,,,,,6,"0",Obsoleto isla carton,U43,OK,SE MANDAN A CELDA PARA REEMPAQUE DE SERVICIOS,"0",,M103677,Production - Simplified,,1,253221,pcs,BMW AG,3019118242,Glass Run Rear base LH Service Part,,,,,,"2/25/2022, 5:15 PM",false,,-1,,,"0"
FGBMGO00003-SE,21,Glass Run Rear base LH Service Part,1,PACK,140,GO2443206,,,,,20,"0",Obsoleto isla carton,U43,OK,,"0",,M103677,Production - Simplified,,1,253221,pcs,BMW AG,3019118242,Glass Run Rear base LH Service Part,,,,,,"2/25/2022, 3:39 PM",false,,-1,,,"0"
FGBMGO00004-SE,21,Glass Run Rear base RH Service Part,1,PACK,140,GO2450460,,,,,20,"0",Obsoleto isla carton,U43,OK,,"0",,M103677,Production - Simplified,,1,253222,pcs,BMW AG,3019118242,Glass Run Rear base RH Service Part,,,,,,"3/1/2022, 10:22 AM",false,,-1,,,"0"
FGBMGO00004-SE,21,Glass Run Rear base RH Service Part,1,PACK,140,GO2451121,,,,,20,"0",Obsoleto isla carton,U43,OK,,"0",,M103677,Production - Simplified,,1,253222,pcs,BMW AG,3019118242,Glass Run Rear base RH Service Part,,,,,,"3/1/2022, 1:29 PM",false,,-1,,,"0"
FGBMGO00004-SE,21,Glass Run Rear base RH Service Part,1,PACK,140,GO2451148,,,,,20,"0",Obsoleto isla carton,U43,OK,,"0",,M103677,Production - Simplified,,1,253222,pcs,BMW AG,3019118242,Glass Run Rear base RH Service Part,,,,,,"3/1/2022, 1:40 PM",false,,-1,,,"0"
FGBMGO00004-SE,21,Glass Run Rear base RH Service Part,1,PACK,140,GO2443386,,,,,20,"0",Obsoleto isla carton,U43,OK,,"0",,M103677,Production - Simplified,,1,253222,pcs,BMW AG,3019118242,Glass Run Rear base RH Service Part,,,,,,"2/25/2022, 4:53 PM",false,,-1,,,"0"
FGBMGO00004-SE,21,Glass Run Rear base RH Service Part,1,PACK,140,GO2446821,,,,,11,"0",Obsoleto isla carton,U43,OK,,"0",,M115542,Production - Simplified,,1,253222,pcs,BMW AG,3019118242,Glass Run Rear base RH Service Part,,,,,,"2/28/2022, 1:44 PM",false,,-1,,,"0"
FGBMGO00004-SE,21,Glass Run Rear base RH Service Part,1,PACK,140,GO2451688,,,,,11,"8.844",Obsoleto isla carton,U43,OK,,"0",,M115542,Production - Simplified,,1,253222,pcs,BMW AG,3019118242,Glass Run Rear base RH Service Part,,,,,,"3/1/2022, 3:05 PM",false,,-1,,,"0"
FGBMGO00004-SE,21,Glass Run Rear base RH Service Part,1,PACK,140,GO2451857,,,,,11,"0",Obsoleto isla carton,U43,OK,,"0",,M115542,Production - Simplified,,1,253222,pcs,BMW AG,F-72014,Glass Run Rear base RH Service Part,,,,,,"3/1/2022, 3:42 PM",false,,-1,,,"0"
FGBMGO00004-SE,21,Glass Run Rear base RH Service Part,1,PACK,140,GO2451887,,,,,11,"0",Obsoleto isla carton,U43,OK,,"0",,M115542,Production - Simplified,,1,253222,pcs,BMW AG,3019118242,Glass Run Rear base RH Service Part,,,,,,"3/1/2022, 3:53 PM",false,,-1,,,"0"
FGBMGO00004-SE,21,Glass Run Rear base RH Service Part,1,DOCK AUDIT,150,GO2936590,,,,,20,"16.08",Obsoleto isla carton,U43,OK,material en plastico,"0",,M103677,Final Audit (No Label),,1,253222,pcs,BMW AG,3019118242,Glass Run Rear base RH Service Part,,,,,,"9/1/2022, 4:33 PM",false,,-1,,,"0"
FGBMGO00004-SE,21,Glass Run Rear base RH Service Part,1,DOCK AUDIT,150,GO3005379,,,,,20,"16.08",Obsoleto isla carton,U43,OK,material en plastico,"0",,M103677,Final Audit (No Label),,1,253222,pcs,BMW AG,3019118242,Glass Run Rear base RH Service Part,,,,,,"9/28/2022, 8:36 AM",false,,-1,,,"0"
FGBMGO00004-SE,21,Glass Run Rear base RH Service Part,1,DOCK AUDIT,150,GO3005387,,,,,20,"16.08",Obsoleto isla carton,U43,OK,material en plastico,"0",,M103677,Final Audit (No Label),,1,253222,pcs,BMW AG,F-72014,Glass Run Rear base RH Service Part,,,,,,"9/28/2022, 8:38 AM",false,,-1,,,"0"
FGBMGO00004-SE,21,Glass Run Rear base RH Service Part,1,DOCK AUDIT,150,GO2454125,,,,,11,"0",Obsoleto isla carton,U43,OK,,"0",,M115542,Final Audit (No Label),,1,253222,pcs,BMW AG,3019118242,Glass Run Rear base RH Service Part,,,,,,"3/2/2022, 8:35 AM",false,,-1,,,"0"
FGBMGO00005-DC,23,Glass Run Front Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5936080,,,,,11,"11.176",G01 GR FRT LH 1,PAL944,Hold Materiales,"LOTE:5244141     se mete a hold por falta de contenedores de carton
BATCH:1,2","0",,,Prod - Simplified no PtBox,,1,1091118,pcs,BMW NA,979372795,Glass Run Front Bright LH Service Part,,,,,,"9/26/2025, 1:49 PM",false,,-1,,,"0"
FGBMGO00005-DC,23,Glass Run Front Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5936183,,,,,11,"11.176",G01 GR FRT LH 1,PAL944,Hold Materiales,"LOTE:5244141     se meten a hold por falta de contendor de carton
BATCH:1,2","0",,,Prod - Simplified no PtBox,,1,1091118,pcs,BMW NA,979372795,Glass Run Front Bright LH Service Part,,,,,,"9/26/2025, 3:01 PM",false,,-1,,,"0"
FGBMGO00005-DC,23,Glass Run Front Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5935906,,,,,8,"8.128",Pared FG,PAL944,Hold Materiales,"LOTE:5244141
BATCH:1,2    SE METE A HOLD POR FALTA DE CONTENEDOR DE CARTON","0",,,Prod - Simplified no PtBox,,1,1091118,pcs,BMW NA,979372795,Glass Run Front Bright LH Service Part,,,,,,"9/26/2025, 11:47 AM",false,,-1,,,"0"
FGBMGO00005-DC,23,Glass Run Front Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5935978,,,,,8,"8.128",Pared FG,PAL944,Hold,"LOTE:5244141
BATCH:1,2      SE METEN A HOLD POR FALTA DE CONTENEDOR DE CARTON","0",,,Prod - Simplified no PtBox,,1,1091118,pcs,BMW NA,979372795,Glass Run Front Bright LH Service Part,,,,,,"9/26/2025, 12:15 PM",false,,-1,,,"0"
FGBMGO00005-DC,23,Glass Run Front Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5936087,,,,,8,"8.128",Pared FG,PAL944,Hold Materiales,"LOTE:5244141    se metio a hold por falta de contenedores de carton
BATCH:1,2","0",,,Prod - Simplified no PtBox,,1,1091118,pcs,BMW NA,979372795,Glass Run Front Bright LH Service Part,,,,,,"9/26/2025, 1:56 PM",false,,-1,,,"0"
FGBMGO00005-DC,23,Glass Run Front Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5936203,,,,,8,"8.128",Pared FG,PAL944,Hold Materiales,"LOTE:5244141     se mete a hold por falta de contenedor de carton
BATCH:1,2","0",,,Prod - Simplified no PtBox,,1,1091118,pcs,BMW NA,979372795,Glass Run Front Bright LH Service Part,,,,,,"9/26/2025, 3:06 PM",false,,-1,,,"0"
FGBMGO00005-DC,23,Glass Run Front Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5936317,,,,,11,"11.176",Pared FG,PAL944,Hold Materiales,"LOTE:5244141      se meten a hold por falta de contenedores  de carton
BATCH:1,2","0",,,Prod - Simplified no PtBox,,1,1091118,pcs,BMW NA,979372795,Glass Run Front Bright LH Service Part,,,,,,"9/26/2025, 3:51 PM",false,,-1,,,"0"
FGBMGO00005-DC,23,Glass Run Front Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5936321,,,,,8,"8.128",Pared FG,PAL944,Hold Materiales,"LOTE:5244141     se meten a hold por falta de contenedores de carton
BATCH:1,2","0",,,Prod - Simplified no PtBox,,1,1091118,pcs,BMW NA,979372795,Glass Run Front Bright LH Service Part,,,,,,"9/26/2025, 3:55 PM",false,,-1,,,"0"
FGBMGO00005-DC,23,Glass Run Front Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5936413,,,,,11,"11.176",Pared FG,PAL944,Hold Materiales,"LOTE:5244141      se meten a hold por falta de contenedores de carton
BATCH:1,2","0",,,Prod - Simplified no PtBox,,1,1091118,pcs,BMW NA,979372795,Glass Run Front Bright LH Service Part,,,,,,"9/26/2025, 4:29 PM",false,,-1,,,"0"
FGBMGO00005-DC,23,Glass Run Front Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5936436,,,,,8,"8.128",Pared FG,PAL944,Hold Materiales,"LOTE:5244141     se meten a hold por falta de contenedores de carton
BATCH:1,2","0",,,Prod - Simplified no PtBox,,1,1091119,pcs,BMW NA,979372795,Glass Run Front Bright LH Service Part,,,,,,"9/26/2025, 4:34 PM",false,,-1,,,"0"
FGBMGO00005-DC,23,Glass Run Front Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5935940,,,,,11,"11.176",ISLA BMW FG,PAL944,Hold Materiales,"LOTE:5244141
BATCH:1,2      SE METEN A HOLD POR FALTA DE CONTENEDOR DE CARTON","0",,,Prod - Simplified no PtBox,,1,1091118,pcs,BMW NA,979372795,Glass Run Front Bright LH Service Part,,,,,,"9/26/2025, 12:04 PM",false,,-1,,,"0"
FGBMGO00005-DC,23,Glass Run Front Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5935803,,,,,11,"11.176",ISLA BMW FG,PAL944,Hold Materiales,"LOTE:5244141
BATCH:1,2     se meten a hold por reempaque  a contenedor de carton","0",,,Prod - Simplified no PtBox,,1,1091118,pcs,BMW NA,979372795,Glass Run Front Bright LH Service Part,,,,,,"9/26/2025, 11:20 AM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5751161,,,,,11,"11.176",Pared FG,PAL944,Hold Materiales,CONTENEDOR INCORRECTO,"0",,M115896,Production - Simplified,,1,1026035,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/7/2025, 1:00 PM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5751189,,,,,11,"11.176",Pared FG,PAL944,Hold Materiales,CONTENEDOR INCORRECTO,"0",,M115896,Production - Simplified,,1,1026035,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/7/2025, 1:50 PM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5751266,,,,,10,"10.16",Pared FG,PAL944,Hold Materiales,CONTENEDOR INCORRECTO,"0",,M115896,Production - Simplified,,1,1026035,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/7/2025, 2:43 PM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5751270,,,,,9,"9.144",Pared FG,PAL944,Hold Materiales,CONTENEDOR INCORRECTO,"0",,M115896,Production - Simplified,,1,1026035,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/7/2025, 2:44 PM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5751284,,,,,9,"9.144",Pared FG,PAL944,Hold Materiales,CONTENEDOR INCORRECTO,"0",,M115896,Production - Simplified,,1,1026035,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/7/2025, 2:49 PM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5751289,,,,,10,"10.16",Pared FG,PAL944,Hold Materiales,CONTENEDOR INCORRECTO,"0",,M115896,Production - Simplified,,1,1026035,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/7/2025, 2:57 PM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5751293,,,,,10,"10.16",Pared FG,PAL944,Hold Materiales,CONTENEDOR INCORRECTO,"0",,M115896,Production - Simplified,,1,1026035,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/7/2025, 2:58 PM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5751295,,,,,9,"9.144",Pared FG,PAL944,Hold Materiales,CONTENEDOR INCORRECTO,"0",,M115896,Production - Simplified,,1,1026035,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/7/2025, 2:58 PM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5753259,,,,,11,"11.176",Pared FG,PAL944,OK,,"0",,M115896,Production - Simplified,,1,1029123,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/9/2025, 6:57 PM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5753261,,,,,8,"8.128",Pared FG,PAL944,OK,,"0",,M115896,Production - Simplified,,1,1029123,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/9/2025, 6:57 PM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5752137,,,,,9,"9.144",Pared FG,PAL944,OK,,"0",,M115896,Production - Simplified,,1,1029122,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/9/2025, 11:17 AM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5752174,,,,,10,"10.16",Pared FG,PAL944,OK,,"0",,M115896,Production - Simplified,,1,1029123,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/9/2025, 11:39 AM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5752179,,,,,10,"10.16",Pared FG,PAL944,OK,,"0",,M115896,Production - Simplified,,1,1029123,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/9/2025, 11:42 AM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5752182,,,,,9,"9.144",Pared FG,PAL944,OK,,"0",,M115896,Production - Simplified,,1,1029123,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/9/2025, 11:43 AM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5752260,,,,,9,"9.144",Shared BMW G01/G02/G08,PAL944,OK,,"0",,,Production - Simplified,,1,1029123,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/9/2025, 12:08 PM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5752262,,,,,10,"10.16",Shared BMW G01/G02/G08,PAL944,OK,,"0",,,Production - Simplified,,1,1029123,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/9/2025, 12:10 PM",false,,-1,,,"0"
FGBMGO00006-DC,23,Glass Run Front Bright RH Service Part,1,PACK,140,GO5752133,,,,,5,"5.08",Shared BMW G01/G02/G08,PAL944,OK,,"0",,,Production - Simplified,,1,1029122,pcs,BMW NA,979372795,Glass Run Front Bright RH Service Part,,,,,,"6/9/2025, 11:15 AM",false,,-1,,,"0"
FGBMGO00007-DC,25,Glass Run Rear Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5944194,,,,,9,"7.236",G01 GR RR LH 1,PAL943,OK,"SEMANA#24
bulpack, cuenta con doble etiquata GO4889176, pendiente de realizar merge","0",,,Prod - Simplified no PtBox,,1,1094056,pcs,BMW NA,17159,Glass Run Rear Bright LH Service Part,,,,,,"10/1/2025, 4:35 PM",false,,-1,,,"0"
FGBMGO00007-DC,25,Glass Run Rear Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5938600,,,,,11,"8.844",Pared FG,PAL943,Hold Materiales,"SEMANA#24
bulpack, cuenta con doble etiquata GO4889176, pendiente de realizar merge","0",,,Prod - Simplified no PtBox,,1,1091127,pcs,BMW NA,17088,Glass Run Rear Bright LH Service Part,,,,,,"9/29/2025, 3:37 PM",false,,-1,,,"0"
FGBMGO00007-DC,25,Glass Run Rear Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5936389,,,,,11,"8.844",Pared FG,PAL943,Hold Materiales,"SEMANA#24
bulpack, cuenta con doble etiquata GO4889176, pendiente de realizar merge           se mete a hold por falta de contenedor de carton","0",,,Prod - Simplified no PtBox,,1,1091127,pcs,BMW NA,17088,Glass Run Rear Bright LH Service Part,,,,,,"9/26/2025, 4:19 PM",false,,-1,,,"0"
FGBMGO00007-DC,25,Glass Run Rear Bright LH Service Part,1,Inspect & Pack No PtBox,140,GO5936527,,,,,9,"7.236",Pared FG,PAL943,Hold Materiales,"SEMANA#24
bulpack, cuenta con doble etiquata GO4889176, pendiente de realizar merge","0",,,Prod - Simplified no PtBox,,1,1091127,pcs,BMW NA,17088,Glass Run Rear Bright LH Service Part,,,,,,"9/26/2025, 4:49 PM",false,,-1,,,"0"
