Part No,Name,Primary Customer,Lead Time,Min Inv,Max Inv,Inv WIP,Inv FG,Non Useable Inventory,Demand Type,Past Due,10/1/2025,10/2/2025,10/3/2025,10/4/2025,10/5/2025,10/6/2025,10/7/2025,10/8/2025,10/9/2025,10/10/2025,10/11/2025,10/12/2025,10/13/2025,10/14/2025,10/15/2025,10/16/2025,10/17/2025,10/18/2025,10/19/2025,10/20/2025,10/21/2025,10/22/2025,10/23/2025,10/24/2025,10/25/2025,10/26/2025,10/27/2025,10/28/2025,10/29/2025,10/30/2025,10/31/2025,11/1/2025,11/2/2025,11/3/2025,11/4/2025,11/5/2025,11/6/2025,11/7/2025,11/8/2025,11/9/2025,11/10/2025,11/11/2025,11/12/2025,11/13/2025,11/14/2025,11/15/2025,11/16/2025,11/17/2025,11/18/2025,11/19/2025,11/20/2025,11/21/2025,Fecha De Actualizacion
FGFOGO00029-HE-06,GLASS RUN FRONT LH,FORD MX,7,0,0,0,"2,014",152,Scheduled,0,0,0,"3,490",0,0,0,0,0,0,"4,250",0,0,0,0,0,0,"4,116",0,0,0,0,0,0,"3,952",0,0,0,0,0,0,"3,952",0,0,0,0,0,0,"3,420",0,0,0,0,0,0,"2,508",0,0,0,0,0,0,"3,458",2025-10-01 09:30:11
FGFOGO00029-HE-06,GLASS RUN FRONT LH,FORD MX,7,0,0,0,"2,014",152,Net,"2,014","1,330",418,"3,452","2,882","2,882","2,160","1,514",754,754,"4,434","3,674","3,674","3,066","2,420","2,420","2,420","6,536","6,536","6,536","3,192","3,192","3,192","3,192","7,144","7,144","7,144","3,192","3,192","3,192","3,192","7,144","7,144","7,144","3,192","3,192","3,192","3,192","6,612","6,612","6,612","3,192","3,192","3,192","3,192","5,700","5,700","5,700","3,192","3,192","3,192","3,192","6,650",2025-10-01 09:30:11
FGFOGO00029-NA-06,GLASS RUN FRONT LH,FORD SERVICE,7,0,0,0,0,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00029-NA-06,GLASS RUN FRONT LH,FORD SERVICE,7,0,0,0,0,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00029-NA-06,GLASS RUN FRONT LH,FORD SERVICE,7,0,0,0,0,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00029-NA-06,GLASS RUN FRONT LH,FORD SERVICE,7,0,0,0,0,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00029-NA-06,GLASS RUN FRONT LH,FORD SERVICE,7,0,0,0,0,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00029-NA-06,GLASS RUN FRONT LH,FORD SERVICE,7,0,0,0,0,0,Net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00029-SE-06,GLASS RUN FRONT LH,FORD SERVICE,7,0,0,0,0,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00029-SE-06,GLASS RUN FRONT LH,FORD SERVICE,7,0,0,0,0,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00029-SE-06,GLASS RUN FRONT LH,FORD SERVICE,7,0,0,0,0,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00029-SE-06,GLASS RUN FRONT LH,FORD SERVICE,7,0,0,0,0,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00029-SE-06,GLASS RUN FRONT LH,FORD SERVICE,7,0,0,0,0,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00029-SE-06,GLASS RUN FRONT LH,FORD SERVICE,7,0,0,0,0,0,Net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-HE-06,GLASS RUN FRONT RH,FORD MX,7,0,0,0,"1,672",266,Customer Releases,0,684,570,456,912,0,646,722,950,0,342,722,0,646,722,0,0,0,0,0,"3,268",0,0,0,0,0,0,"4,028",0,0,0,0,0,0,"3,914",0,0,0,0,0,0,"3,420",0,0,0,0,0,0,"2,470",0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-HE-06,GLASS RUN FRONT RH,FORD MX,7,0,0,0,"1,672",266,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-HE-06,GLASS RUN FRONT RH,FORD MX,7,0,0,0,"1,672",266,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-HE-06,GLASS RUN FRONT RH,FORD MX,7,0,0,0,"1,672",266,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-HE-06,GLASS RUN FRONT RH,FORD MX,7,0,0,0,"1,672",266,Scheduled,0,0,0,"2,730",0,0,0,0,0,0,"4,250",0,0,0,0,0,0,"4,192",0,0,0,0,0,0,"4,028",0,0,0,0,0,0,"3,914",0,0,0,0,0,0,"3,420",0,0,0,0,0,0,"2,470",0,0,0,0,0,0,"3,496",2025-10-01 09:30:11
FGFOGO00030-HE-06,GLASS RUN FRONT RH,FORD MX,7,0,0,0,"1,672",266,Net,"1,672",988,418,"2,692","1,780","1,780","1,134",412,-538,-538,"3,370","2,648","2,648","2,002","1,280","1,280","1,280","5,472","5,472","5,472","2,204","2,204","2,204","2,204","6,232","6,232","6,232","2,204","2,204","2,204","2,204","6,118","6,118","6,118","2,204","2,204","2,204","2,204","5,624","5,624","5,624","2,204","2,204","2,204","2,204","4,674","4,674","4,674","2,204","2,204","2,204","2,204","5,700",2025-10-01 09:30:11
FGFOGO00030-NA-06,GLASS RUN FRONT RH,FORD SERVICE,7,0,0,0,0,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-NA-06,GLASS RUN FRONT RH,FORD SERVICE,7,0,0,0,0,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-NA-06,GLASS RUN FRONT RH,FORD SERVICE,7,0,0,0,0,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-NA-06,GLASS RUN FRONT RH,FORD SERVICE,7,0,0,0,0,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-NA-06,GLASS RUN FRONT RH,FORD SERVICE,7,0,0,0,0,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-NA-06,GLASS RUN FRONT RH,FORD SERVICE,7,0,0,0,0,0,Net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-SE-06,GLASS RUN FRONT RH,FORD SERVICE,7,0,0,0,0,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-SE-06,GLASS RUN FRONT RH,FORD SERVICE,7,0,0,0,0,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-SE-06,GLASS RUN FRONT RH,FORD SERVICE,7,0,0,0,0,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-SE-06,GLASS RUN FRONT RH,FORD SERVICE,7,0,0,0,0,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-SE-06,GLASS RUN FRONT RH,FORD SERVICE,7,0,0,0,0,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00030-SE-06,GLASS RUN FRONT RH,FORD SERVICE,7,0,0,0,0,0,Net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-HE-06,GLASS RUN REAR BLACK LH,FORD MX,7,0,0,0,"1,540",88,Customer Releases,0,616,572,660,880,0,660,660,352,0,968,660,0,660,660,0,0,0,0,0,"3,388",0,0,0,0,0,0,"3,960",0,0,0,0,0,0,"4,004",0,0,0,0,0,0,"3,256",0,0,0,0,0,0,"2,508",0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-HE-06,GLASS RUN REAR BLACK LH,FORD MX,7,0,0,0,"1,540",88,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-HE-06,GLASS RUN REAR BLACK LH,FORD MX,7,0,0,0,"1,540",88,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-HE-06,GLASS RUN REAR BLACK LH,FORD MX,7,0,0,0,"1,540",88,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-HE-06,GLASS RUN REAR BLACK LH,FORD MX,7,0,0,0,"1,540",88,Scheduled,0,0,0,"3,820",0,0,0,0,0,0,"3,820",0,0,0,0,0,0,"3,820",0,0,0,0,0,0,"3,820",0,0,0,0,0,0,"3,820",0,0,0,0,0,0,"3,820",0,0,0,0,0,0,"3,700",0,0,0,0,0,0,"3,476",2025-10-01 09:30:11
FGFOGO00031-HE-06,GLASS RUN REAR BLACK LH,FORD MX,7,0,0,0,"1,540",88,Net,"1,540",924,352,"3,512","2,632","2,632","1,972","1,312",960,960,"3,812","3,152","3,152","2,492","1,832","1,832","1,832","5,652","5,652","5,652","2,264","2,264","2,264","2,264","6,084","6,084","6,084","2,124","2,124","2,124","2,124","5,944","5,944","5,944","1,940","1,940","1,940","1,940","5,760","5,760","5,760","2,504","2,504","2,504","2,504","6,204","6,204","6,204","3,696","3,696","3,696","3,696","7,172",2025-10-01 09:30:11
FGFOGO00031-NA-06,GLASS RUN REAR BLACK LH,FORD SERVICE,7,0,0,0,26,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-NA-06,GLASS RUN REAR BLACK LH,FORD SERVICE,7,0,0,0,26,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-NA-06,GLASS RUN REAR BLACK LH,FORD SERVICE,7,0,0,0,26,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-NA-06,GLASS RUN REAR BLACK LH,FORD SERVICE,7,0,0,0,26,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-NA-06,GLASS RUN REAR BLACK LH,FORD SERVICE,7,0,0,0,26,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-NA-06,GLASS RUN REAR BLACK LH,FORD SERVICE,7,0,0,0,26,0,Net,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,41,41,41,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-SE-06,GLASS RUN REAR BLACK LH,FORD SERVICE,7,0,0,0,0,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-SE-06,GLASS RUN REAR BLACK LH,FORD SERVICE,7,0,0,0,0,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-SE-06,GLASS RUN REAR BLACK LH,FORD SERVICE,7,0,0,0,0,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-SE-06,GLASS RUN REAR BLACK LH,FORD SERVICE,7,0,0,0,0,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-SE-06,GLASS RUN REAR BLACK LH,FORD SERVICE,7,0,0,0,0,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00031-SE-06,GLASS RUN REAR BLACK LH,FORD SERVICE,7,0,0,0,0,0,Net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-HE-06,GLASS RUN REAR BLACK RH,FORD MX,7,0,0,0,"2,244",44,Customer Releases,0,704,484,"1,452",176,0,660,660,308,0,"1,144",396,0,792,660,0,0,0,0,0,"3,212",0,0,0,0,0,0,"4,092",0,0,0,0,0,0,"4,180",0,0,0,0,0,0,"3,212",0,0,0,0,0,0,"2,332",0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-HE-06,GLASS RUN REAR BLACK RH,FORD MX,7,0,0,0,"2,244",44,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-HE-06,GLASS RUN REAR BLACK RH,FORD MX,7,0,0,0,"2,244",44,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-HE-06,GLASS RUN REAR BLACK RH,FORD MX,7,0,0,0,"2,244",44,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-HE-06,GLASS RUN REAR BLACK RH,FORD MX,7,0,0,0,"2,244",44,Scheduled,0,0,0,"2,764",0,0,0,0,0,0,"3,820",0,0,0,0,0,0,"3,817",0,0,0,0,0,0,"3,820",0,0,0,0,0,0,"3,820",0,0,0,0,0,0,"3,800",0,0,0,0,0,0,"3,371",0,0,0,0,0,0,"3,520",2025-10-01 09:30:11
FGFOGO00032-HE-06,GLASS RUN REAR BLACK RH,FORD MX,7,0,0,0,"2,244",44,Net,"2,244","1,540","1,056","2,368","2,192","2,192","1,532",872,564,564,"3,240","2,844","2,844","2,052","1,392","1,392","1,392","5,209","5,209","5,209","1,997","1,997","1,997","1,997","5,817","5,817","5,817","1,725","1,725","1,725","1,725","5,545","5,545","5,545","1,365","1,365","1,365","1,365","5,165","5,165","5,165","1,953","1,953","1,953","1,953","5,324","5,324","5,324","2,992","2,992","2,992","2,992","6,512",2025-10-01 09:30:11
FGFOGO00032-NA-06,GLASS RUN REAR BLACK RH,FORD SERVICE,7,0,0,0,0,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-NA-06,GLASS RUN REAR BLACK RH,FORD SERVICE,7,0,0,0,0,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-NA-06,GLASS RUN REAR BLACK RH,FORD SERVICE,7,0,0,0,0,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-NA-06,GLASS RUN REAR BLACK RH,FORD SERVICE,7,0,0,0,0,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-NA-06,GLASS RUN REAR BLACK RH,FORD SERVICE,7,0,0,0,0,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-NA-06,GLASS RUN REAR BLACK RH,FORD SERVICE,7,0,0,0,0,0,Net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-SE-06,GLASS RUN REAR BLACK RH,FORD SERVICE,7,0,0,0,0,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-SE-06,GLASS RUN REAR BLACK RH,FORD SERVICE,7,0,0,0,0,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-SE-06,GLASS RUN REAR BLACK RH,FORD SERVICE,7,0,0,0,0,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-SE-06,GLASS RUN REAR BLACK RH,FORD SERVICE,7,0,0,0,0,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-SE-06,GLASS RUN REAR BLACK RH,FORD SERVICE,7,0,0,0,0,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00032-SE-06,GLASS RUN REAR BLACK RH,FORD SERVICE,7,0,0,0,0,0,Net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00045-SE-AJ2,B299 Inner Belts FRT RH Servicios,FORD SERVICE,7,0,0,0,193,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00045-SE-AJ2,B299 Inner Belts FRT RH Servicios,FORD SERVICE,7,0,0,0,193,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00045-SE-AJ2,B299 Inner Belts FRT RH Servicios,FORD SERVICE,7,0,0,0,193,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00045-SE-AJ2,B299 Inner Belts FRT RH Servicios,FORD SERVICE,7,0,0,0,193,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGFOGO00045-SE-AJ2,B299 Inner Belts FRT RH Servicios,FORD SERVICE,7,0,0,0,193,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
